Sentence,Event
lomas and nettleton ltlnf to make acquisition lomas and nettleton financial corp said it has agreed in principle to acquire houston discount brokerage firm texas first brokerage services inc for undisclosed terms subject to regulatory approvals,merger
meese told the house appropriations subcommittee that consideration would be part of the justice departments review of the proposed merger,merger
computer terminal systems ltcpml completes sale computer terminal systems inc said it has completed the sale of 200000 shares of its common stock and warrants to acquire an additional one mln shares to ltsedio nv of lugano switzerland for 50000 dlrs,merger
it rose as high as 150 dlrs in toronto during the day,general
he said sprints progress in such areas as revenues number of customers and construction was on track even ahead in many areas,earnings
harcourt brace lthbj calls special meeting harcourt brace jovanovich inc said it has called a special meeting for july 23 for a vote on an increase in authorized common shares to 100 mln from 50 mln an increase in preferred shares to 150 mln from 2500000 and a provision allowing the payment of preferred dividends in stock or property as well as cash,general
as part of the agreement lsb said it also would transfer assets valued of not less than 30 mln dlrs to northwest federal which is located in woodward okla,rate_change
fundamental brokers buys part of mki brokers fundamental brokers institutional associates a leading interdealer broker in us government securities said it has agreed to acquire certain assets of mki government brokers inc for undisclosed terms,merger
gdp is the total value of goods and services produced by an economy but omits income from abroad,earnings
suffield financial ltssbk gets fed approval suffield financial corp said the federal reserve board approved its application to acquire coastal bancorp ltcsbk portland me,merger
it said it purchased an 80 pct stake in source in 1980 and earned an unspecified profit on 14 mln dlrs in revenues in 1986,earnings
yankee said the sale will result in a loss of 15 mln dlrs,general
the executive said the merger would not alter his target of maintaining sales and earnings growth of 30 pct to 35 pct,earnings
however the company reported net income declined to 17 mln dlrs or 77 cts a share in the quarter ended february 28 from 19 mln dlrs or 84 cts a year earlier,earnings
a spokesman for minatome said the company is searching for additional acquisitions,merger
terms of the acquisition were not disclosed,merger
santa fe southern ltsfx appeals merger ruling santa fe southern pacific corp said it filed a petition asking the us interstate commerce commission to reconsider its earlier rejection of the merger of the holding companys railroad assets,merger
the oecd projection which is based on assumptions of slower growth higher interest rates and actual data for the first half of the financial year is for a deficit of about 190 billion dollars it said,rate_change
net profit befire minorities 810 mln vs 744 mln,earnings
sandvik diamant boart finalise drills merger swedens sandvik ab ltsvikst and diamant boart sa of belgium in which societe generale de belgique ltbelbbr holds an indirect 52 pct stake have finalised negotiations on merging oil and gas drilling tool activities officials of both companies said,merger
this is equivalent to 780p per avana ordinary,general
fourth quarter medium and longterm foreign debt repayments exceeded new credits by 11 billion francs,general
the spokesman declined to identify the other party or parties involved in talks or whether a complete takeover was under discussion but said an italian newspaper report that ferruzzi was studying the possibility of advancing an offer for 13 european cereal processing plants owned by the us group cpc international inc ltcpcn was incorrect,merger
process chemicals acquired from diamond shamrock corp ltdia in september makes specialty chemicals for a variety of industrial markets and has annual sales of about 160 mln dlrs,earnings
pacific western recently acquired canadian pacific airlines for 300 mln dlrs from canadian pacific ltd ltcp,merger
analysts were mixed about how the stock price drop would affect the acquisition,merger
the ec gathering begins tonight with a dinner but the main discussions will take place tomorrow,general
kingsbridge masco set merger kingsbridge holdings ltd said it signed a letter of intent for a merger with ltmasco sports inc,merger
highveld hgvjj sees lower 1987 earnings highveld steel and vanadium corp ltd said it expects 1987 earnings will be lower than last years previously reported 85 cts a share,earnings
december quarter retail sales fall 132 pct retail sales in the quarter ended december 31 fell a seasonally adjusted 132 pct compared with a 78 pct rise in the september quarter and a 13 pct fall a year ago period the statistics department said,earnings
kirschner ltkmdc completes purchase kirschner medical corp said it completed the acquisition of minnesota mining and manufacturings ltmmm orthopedic metal implant line division,merger
unadjusted figures showed a rise in sterling m3 by 134 to two pct in february after a drop of 08 pct in january,general
resorts international gets buyout proposal from ksz co inc resorts international gets buyout proposal from ksz co inc,merger
states cash deposits at the central bank fell to 800 mln and they also drew down 12 billion marks in book credit 900 mln marks more than in the prior week,rate_change
the same factors produced a two billion shilling balance of payments surplus and inflation fell to 56 pct from 107 pct in 1985 he added,rate_change
rexnord said the rights will be redeemed because it is expected its shares will be tendered under a january 30 takeover offer from banner acquisition corp,merger
share adjusted for threefortwo stock split,general
japans ltnippon oil is a partner of texaco incs lttx texaco usa in a 100 mln dlrs us drilling program and has joined with duponts ltdd conoco inc in a similar 135 dlrs mln deal,general
stocks will continue to outperform bonds next quarter and probably for all of 1987,general
cri insured mortgage investments lp ltcrm payout mthly div 1612 cts vs 1612 cts prior pay may 15 record march 31,general
united auto workers union says it supports chrysleramc merger united auto workers union says it supports chrysleramc merger,merger
the benchmark reduction brings the rate into line with the prime rates of most of australias trading banks including those of two of the other three major trading banks,rate_change
last week also saw widespread protests by hundreds of thousands of farmers over what they see as unfairly high interest rates charged by banks,rate_change
a pldt spokesman said the companys profits are likely to be substantial since the government raised its franchise tax to three pct from two and to impose a 35 pct corporate income tax from which it was previously exempt,earnings
by 2000 maybe we will overtake shanghai he added,general
volcker said the challenge was greatest in the education of lowincome minority groups such as blacks and hispanics,earnings
the delivery period for wheat is march 20 through september 30 1987 and for wheat flour is april 10 through september 30 1987 usda said,general
in the buyout a group led by first boston tendered march 13 for all outstanding allegheny shares at 2460 dlrs a share,merger
household intl lthi projects earnings rise household international inc said it expects its fully diluted earnings per share for the first quarter to be about 35 pct above the same yearago period,earnings
he said nonopec member norway which he visited two weeks ago had pledged further cooperation with the group and this was significant for its members,general
the fed said that overall borrowings in the week fell 131 mln dlrs to 614 mln dlrs with extended credits up 10 mln dlrs at 304 mln dlrs,rate_change
the major deficiency in the governments antiinflation policies was reliance on high interest and exchange rates and insufficient emphasis on reducing the budget deficit bayliss said,rate_change
money market sources said institutions in need of funds were likely to have to return to the bank tomorrow for further assistance,general
the central bank is checking selling orders through banks and placing matching buy orders they said,rate_change
the move appears to be an effort to dampen us opposition to the planned merger of two rival firms seeking to compete with the current monopoly ltkokusai denwa denshin co ltd and to reduce the share held in any kdd rival by uks cable and wireless plc ltcawll industry analysts and diplomats said,merger
but obrinsky doubts that there is much more downward potential for rates because he foresees higher inflation and some overall improvement in the us economy,rate_change
microdyne corp ltmcdy sets payout semi div three cts vs three cts prior pay june 12 record may 15,general
first american bank for savings ltfambo 3rd qtr shr 35 cts vs 30 cts net 3997000 vs 3442000 nine mths shr 104 dlrs vs not given net 120 mln vs 8161000 note company went public in july 1986,general
and nonoil and natural gas revenues of dei,earnings
raytech corp ltray 4th qtr dec 28 net shr profit 78 cts vs loss 105 dlrs net profit 2336000 vs loss 3002000 revs 260 mln vs 267 mln year shr profit 159 dlrs vs loss 635 dlrs net profit 4688000 vs loss 182 mln revs 1135 mln vs 1124 mln note 1986 4th qtr and yr includes loss carryfoward of 534000 dlrs and 1662000 dlrs respectively,earnings
usair said the order was issued in response to its suit charging twa chairman carl icahn and twa violated federal laws and made misleading statements,rate_change
the mine has produced about 60000 ounces of gold a year since 1981 using another leaching process a bp spokesman said,general
the fed added reserves indirectly via one billion dlrs of customer repurchase agreements last friday 25 billion dlrs on monday and two billion dlrs on wednesday,rate_change
viacom says federal court rejects request to block planned merger viacom says federal court rejects request to block planned merger,merger
the fed said the february gain was dominated by a sharp rise in motor vehicle production which boosted output of both consumer goods and business equipment,rate_change
international business machines corp ltibm net 1st qtr shr 130 dlrs vs 165 dlrs net 785 mln vs 102 billion gross income 1068 billion vs 1013 billion avg shrs 6046 mln vs 6156 mln note pretax net 134 billion vs 183 billion,earnings
most expect fed policy to be neutral for bonds near term,rate_change
economists said some of the 18 members of the central bank council were worried about the continued overshoot in the money supply target and were bound to resist any moves to cut rates,rate_change
the federal bureau of statistics has not yet released last months import and export figures,rate_change
occidental ltoxy unit sells division occidental petroleum corps occidental chemcial corp said it sold the process chemicals division it acquired as part of the september 1986 purchase of diamond shamrock chemicals to henkel kgaa of dusseldorf west germany,merger
newman hawker discuss electric motor merger ltnewman industries plc said it was discussing the possible merger of its electric motor operations with hawker siddeley group plcs lthsidl ltbrook crompton parkinson motors ltd unit,merger
lilco ltlil revises 1986 net to include loss long island lighting co said it revised its preliminary 1986 net income to include a 16 mln dlrs after tax provision for its investment in the jamesport nuclear units,earnings
in the three business days through monday the federal funds rate at which banks lend to one another averaged nearly 614 pct,rate_change
equity said it arranged to acquire 4985000 ounces of silver at 740 dlrs an ounces subject to selling the shares to placer,merger
the feds intervention was on the morning after president reagans state of the union message and was in a manner consistent with the joint statement made by us treasury secretary james baker and japanese finance minister kiichi miyazawa after their january 21 consultations,rate_change
1987 results include all operations of all acquired sealybrand licensees and 82 pct of sealy,merger
rochester telephone corp ltrtc sets dividend qtly div 66 cts vs 66 cts pay may one record april 15,general
they said the fed may add the reserves indirectly instead via a large round two billion dlrs or more of customer repurchase agreements,rate_change
the submission also said australias federal system impeded the awbs role of coordinating and managing the marketing of wheat,rate_change
central banking system inc ltcsys qtly dividend qtly div ten cts vs ten cts pay april 15 record april 1,rate_change
1986 sales were 798 mln dlrs,earnings
japan central bank buys one billion dlrs in tokyo the bank of japan has already purchased more than one billion dlrs in intervention since the opening and continues to buy the us currency dealers said,rate_change
pan am also said its principal subsidiary pan american world airways had a 1986 net loss of 4693 mln dlrs compared with a profit of 387 mln dlrs in 1985 which included a gain of 341 mln dlrs for the sale of its pacific division,earnings
nippon oil co ltd ltnpolt said it will launch its 100 octane gasoline on july 1 aiming for an increase in high octane sales to 20 pct from six pct of its total gasoline sales,earnings
nissan motor ltnsany sees second half profit nissan motor co ltd of japan said it expects that it was profitable in the second half ended yesterday after a first half operating loss of 17 billion yen,earnings
the move followed comments yesterday by central bank governor mariano rubio who said money supply growth was too fast,rate_change
based on fed data out today economists calculated that the twoday system repurchase agreements the fed arrranged on tuesday totaled around 59 billion dlrs,rate_change
baker said the new terms that hughes proposed for the merger as an alternative to the consent decree were more burdensome than those of the consent decree themselves,merger
is said that afterwards reebok will have bank credit lines available for general corporate purposes including possible acquisitions,merger
the result is in line with the declining trend in the growth rate since october the institute said,general
bank of japan governor satoshi sumita threatened central bank intervention if necessary,rate_change
taft said the board concluded that the offer failed to recognize fully the future propsects of the company and directed management to explore alternatives including possible financial restructuring,general
economists added that the low rate on federal funds indicates the fed is unlikely to add funds agressively through overnight system repurchases unless it feels the need to calm volatile financial markets,rate_change
the acquisition proposals had come from theodore l cross owner of about six pct of the companys stock who offered 34 dlrs a share and harcourt brace jovanovich inc lthbj which offered 50 dlrs a share,merger
svenska cellulosa ab ltscabst 1986 year group profit after net financial items 139 billion crowns vs 132 billion sales 1522 billion crowns vs 1261 billion profit per share 2050 crowns vs 1960 proposed dividend five crowns vs 440,earnings
one key factor in the fourth quarter is expected to be a tax break of some 70 mln dlrs for the investment allowance on capital expenditure in the steel division they said,general
lechin 83 became one of 12 cob leaders to join a hunger strike to protest against the austerity programme of the government of president victor paz estenssoro,general
henderson said that in his new role of chairman effective april one when he takes over from sir john harveyjones who will retire the biggest challenge ahead lay in continuing the earnings momentum ici has established over the past few years after restructuring and selling off unprofitable businesses,earnings
uk retail prices rise 04 pct in february the retail price index rpi britains measure of inflation rose 04 pct in february on a revised basis to give a yearonyear rise of 39 pct the employment department said,rate_change
novamin in proposed buyout by breawater ltbwrlf ltnovamin inc said it received a proposed takeover offer from breakwater resources ltd involving a swap of one breakwater share for two novamin common shares,merger
jones expects the fed to foster higher market rates by becoming more restrictive in supplying reserves and within four to six weeks to raise its discount rate from 512 pct,rate_change
i have a hunch a lot of other things were involved in that stock market fall including simple profittaking yeutter said,earnings
woodside petroleum ltd ltwplas 1986 year shr nil vs same final and yr div nil vs same pretax preminorities loss 353 mln dlrs vs profit 1740 mln,earnings
full name of company is the institute of clinical pharmacology plc based in dulbin ireland,general
the companies said they expect the merger will occur after the declaration of effectiveness of an amendment to magellans registration statement relating to its common stock purchase warrants and the underlying shares,merger
the takeover spotlight fell today on burlington which rose 478 to 5278 on speculation that investor asher edelman and dominion textiles inc of canada bought an almost five pct stake,merger
cyclops cited its agreement to be acquired by britains dixons group plc for 9025 dlrs a share under a tender offer that expires midnight march 17,merger
but the difficult task of keeping production advances at bay still remains as at least one more season of production deficit is needed to eliminate some of the remaining surplus stocks still overhanging the market man said,general
home federal savings and loan association of upper east tennessee,rate_change
the combined impact of costly sales incentives and foreign exchange adjustments on margins was substantial varity said,earnings
while the accord effectively stifled dollaryen and dollarmark movements the markets turned their attention to sterling as foreign investors rushed to take advantage of relatively high uk interest rates,rate_change
treasurys baker says he hopes prime rate increases temporary treasurys baker says he hopes prime rate increases temporary,general
hong kong international terminals operates 32 cranes,rate_change
it may buy the wheat flour valued at 230 mln dlrs between april 8 and august 31 1987 and ship it by september 30 the department said,general
he added he would not rule out central banks of leading industrial countries intervening on exchange markets to defend the dollars value,rate_change
allied legal advisor and director george kern who heads the merger and acquisitions group at the new york law firm of sullivan and cromwell decided against amending allieds sec filing to disclose the talks even though they had resulted in sales price of 405 mln dlrs for the shopping centers it said,earnings
for the year the audited amounts showed earnings of 2505978 or 125 dlrs per share,earnings
central bankers satisfied with paris accord central bankers said they were generally satisfied with the response to the paris accord two weeks ago to stabilize currencies at around current levels,rate_change
while mergers and acquisitions among us firms number in the thousands japanese buyouts of overseas companies have totalled just a few dozen one merchant banker said,merger
we hope they will be very profitable very shortly,earnings
fairchild deal failure seen making japanese wary schlumberger ltds ltslbn decision to end an agreement in principle for fujitsu ltd ltitsut to buy 80 pct of its ltfairchild semiconductor corp and the political furore that surrounded the proposed sale will make japanese companies more cautious in their efforts to acquire us high technology firms but will not halt such attempts industry analysts said,merger
the merger following the tender offer will be subject to approval by argosystems shareholders the companies said,merger
british bauxite vessel grounded in orinoco river lloyds shipping intelligence service said the british bulk carrier envoy 75453 tonnes dw was grounded at mile 190 in the orinoco river on october 16,general
related companies profit 31 mln vs 14 mln,earnings
low sugar prices may attract sovietchinese any further decline in raw sugar prices is likely to attract buying from the soviet union and china woodhouse drake and carey said in their latest weekly market report,general
frawley is on a gulf tour which will also take him to saudi arabia the united arab emirates and kuwait to assess market potential,rate_change
oreffice also said dows profit margins on chemical products would improve this year over last year,earnings
interest rates fell sharply and wall street became a oneway street up,rate_change
ecolab inc ltecl 3rd qtr oper shr oper shr 16 cts vs 34 cts oper net 4255000 vs 9299000 revs 2944 mln vs 1557 mln nine mths oper shr 124 dlrs vs 106 dlrs oper net 330 mln vs 288 mln revs 7405 mln vs 4575 mln note 1987 results include restructuring and nonrecurring charge of 89 cts a share to restructure chemlawn acquired in april 1987 and other recent acquisitions,merger
proposed dividend per share 550 guilders vs 500 note full company name is koninklijke nederlandse papierfabrieken nv,general
ports reopen but further disruption likely new zealand ports reopened at 0730 hrs local time 1930 gmt march 22 after being closed since march 19 because of a strike over pay claims by watersiders a waterside federation spokesman said,rate_change
i think there is a us willingness to explore this issue as it pertains to competitiveness amstutz said,general
amertek inc ltatekf 1st qtr net shr profit 20 cts vs loss three cts net profit 849299 vs loss 82512 revs 7929138 vs 3849224,earnings
bulk movement was 1934494 against 1954103 a year earlier,general
1986 4th qtr includes 35 mln dlr provision for costs anticipated in connection with disposal of division and 500000 dlrs in adjustments related to writedowns,general
the purpose of the measures passed by the committee yesterday is to improve stockpile management and discourage selloffs of materials that could jeopardize strategic needs a staff member of the committee told reuters,general
few banks have so far reduced lending rates to private customers though lending rates for corporate customers are beginning to decline,rate_change
intermarkltimi seeks majority pier 1 ltpir stake intermark inc which together with one of its subsidiaries already holds a 434 pct stake in pier 1 imports inc told the securities and exchange commission it plans to acquire a majority of the companys voting stock,merger
btr nylex raises offer for borgwarner australia ltbtr nylex ltd said it will increase its takeover offer for borgwarner corps ltbor listed unit ltborgwarner australia ltd bwa to five dlrs each from four dlrs for all issued ordinary and preference shares,merger
gaviria said the decline in coffee prices could mean a loss of 15 billion dlrs in revenues for 1987,earnings
willamette industries ltwmtt 4th qtr net shr 90 cts vs 30 cts net 229 mln vs 7567000 sales 3230 mln vs 2721 mln note per share figures reflect april 25 1986 fivetothree stock split,earnings
shad favors shortening disclosure period securities and exchange commission chairman john shad said the sec favors shortening the current 10day period for disclosing takeover attempts but opposes putting restrictions on the use of socalled junk bonds,merger
the firms bostonbased fmr corp and fidelity international ltd a bermudabased investment advisory firm said they bought the stake to acquire an equity interest in the company in pursuit of specified investment objectives the firms said they may increase or decrease their stake in the company but have no plans to seek control of the company or representation on its board,merger
the pressure on reagan to retaliate included a unanimous call by the senate last week to impose penalties on japanese high technology products containing semiconductors,general
the chairman said in the past two years akzo had spent 11 billion guilders on acquisitions of which nearly two thirds were in the united states,merger
harold sells chairman and chief executive of woolworth said in a statement these results are especially gratifying as they are an improvement over last years record earnings,earnings
enrollment will be in the range of seven to 12 mln acres usda conservation specialists said,general
however with the likelihood that oil prices would not repeat last years rapid drop the prospects for standard returning to profitability this year and bp benefitting from its cash flow were good,earnings
sumitomo mining ltsmitt raises nickel output sumitomo metal mining co said it will raise its monthly nickel output to around 1750 tonnes from april 1 from 1650 now because of increased domestic demand mainly from stainless steel makers,general
twa said it is filing an application with the department of transportation seeking approval of the merger as well as an application for approval on an expedited basis of its purchase of up to 51 pct of usair common and the deposit of the stock in a voting trust pending dot approval,merger
deutsche bank sees slow start to 1987 deutsche bank ag ltdbkgf has seen a slow start to 1987 after posting record profits in 1986 management board joint spokesman f wilhelm christians said,earnings
he said not many companies have a consistent 15 pct annual earnings growth rate return on equity above 20 pct but trade at less than the market multiple,earnings
intl minerals ltigl buys animal products unit international minerals and chemical corp said it completed its acquisition of johnson and johnson cos pitmanmoore unit a producer of animal health products,merger
we have sacrificed a great deal already he said,general
exports in 198687 season at 666 vs 676 last month,general
us treasurys baker opposes tax increase us treasury secretary james baker said that he opposes a federal tax increase to help reduce the budget deficit and favors spending cuts instead,rate_change
he said the 1986 drop in the inflation rate the first fall in a decade was due largely to lower world prices for oil and oilrelated items,rate_change
bigelow also said the company is comfortable with estimates that earnings will be between 375 dlrs and 425 dlrs per share for the year,earnings
allied products corp ltadp year net shr 336 dlrs vs 333 dlrs net 16173000 vs 10603000 sales 4208 mln vs 2761 mln avg shrs 44 mln vs 32 mln note 1985 net includes tax credits of 69 mln dlrs or 219 dlrs a share,earnings
hre properties lthre 1st qtr jan 31 net shr 38 cts vs 47 cts net 2253664 vs 2806820 gross income 5173318 vs 5873904 note net includes gains on sale of real estate of 126117 dlrs vs 29812 dlrs,earnings
first union ltfunc acquisition approved first union corp said the buyout of commerce national bank by its first union national bank of florida unit was approved by commerce shareholders,merger
he said shipments of 35000 to 50000 tonnes of low specific gravity barley were also expected this month and added that greece the netherlands ireland and belgium were considering imports of spanish flour for milling,general
api also said that three of the states with the highest number of bank failures last year were large oil and gas producers texas oklahoma and kansas,general
galileo electrooptics corp ltgaeo 2nd qtr galileo electrooptics corp said estimated earnings for the second quarter ended march 31 1987 will be over current analysts estimates of 40 cts to 45 cts per share,earnings
the crowns index is currently around 10960 in the basket close to its upper limit of 10950 which the central bank is committed to defending,rate_change
the central bank purchased 129 mln stg bank bills in band one at 978 pct,rate_change
both will continue to operate existing headquarters after the merger,merger
saito called on each g7 member nation to prepare to intervene in the market strongly enough to ensure exchange rates are stabilised at appropriate levels,rate_change
the two allied units operate and are developing cogeneration projects and small petroleumcoke fueled power plants,general
earlier today closely held computerland the largest pc retailing chain in the country said it agreed to be bought by an investor group led by em warburg pincus and co new york,general
consolidated tvx said it will acquire 29 pct of cmp a public gold mining company in which tvx already holds a 15 pct interest making tvx the largest single shareholder,merger
the comments by miti officials followed a call by prime minsiter yasuhiro nakasone to clear up any misunderstandings on the us side about the pact watanabe said,general
commenting on the paris agreement mulford said i think exchange rates ought to be stabilized so germanys and japans efforts can be carried out,rate_change
lloyds bank canada became canadas largest foreign bank last autumn with its 200 mln canadian dlr acquisition of continental bank of canada,merger
he made clear that he was not making a forecast on interest rates however,rate_change
the letter also said the general acquisition offer jeopardizes the security and interests of its shareholders employees customers suppliers and the communities throughout the country where the companys facilities are located,merger
they expected the fed will supply temporary reserves indirectly via 15 to two billion dlrs of customer repurchase agreements,rate_change
average shares 215 mln vs 133 mln in quarter and 189 mln vs 133 mln in half,general
new generation has annual sales volume of about 30 mln dlrs federal resources said,earnings
in the previous 10 years vw had received 80 pct of audis earnings as a dividend,earnings
de clercq is on his way to china after attending a twoday conference for 22 gatt trade ministers held in new zealand,general
moreover it could help stabilize of the prices of commodities themselves slowing changes in inflation,rate_change
brazil seamen say strike near end about half of brazils 40000 seamen have returned to work after accords with 22 companies and the national strike which began on february 27 looks close to ending a union spokesman said,general
he also said japan has not received any specific request from the us on its monetary policy although its shortterm money rates have been edging higher,rate_change
morrison inc ltmorr acquires custom management morrison inc a diversified food service company said it acquired custom management corp based in kingston penn for an undisclosed amount,merger
the company reported earnings for the year ended january 25 of 617000 dlrsl up from 112000 dlrs a year before on sales of 313 mln dlrs up from 114 mln dlrs,earnings
the company recorded these liabilities based on older higher tax rates but an action being considered by the financial accounting standards board could result in a gain of about 120 dlrs a share in 1987 it explained,rate_change
at the ico talks major consuming nations led by the us proposed that future coffee export quota shares be calculated by a formula incorporating a producers recent exportable production and verified stocks while large producers led by brazil proposed maintaining the traditional ad hoc division of shares,general
he would not comment on whether a and p would make another offer to acquire delchamps,merger
the committees were asked to come up with the proposals after the last reshuffle of ems exchange rates in january,rate_change
japan given little hope of avoiding us sanctions a top us official said japan has little chance of persuading the us to drop threatened trade sanctions despite the efforts of a japanese team that left for washington today,general
gulf barge freight higher in nearbys on call gulf barge freight rates continued to show a firmer tone in the nearbys on the assumption that changes in the gulf posted prices will encourage increases in both pikandroll activity and barges shipments with a total of 21 barges traded this morning on the st louis merchants exchange call session versus nine yesterday dealers said,rate_change
the central bank spokesman said operations over 15 billion pesetas were technically subject to authorisation but would be given clearance if the government failed to act in 15 days,rate_change
he said squibb was the good partner because squibb has a major joint venture in japan and has sales capabilities of its own in that market,earnings
i give you my word that france while it will not reject technical adjustments or serious discussion will simply reply in the negative to these bad reforms guillaume told the annual conference of the countrys major farm union fnsea federation nationale des syndicats dexploitants agricoles,rate_change
american republic bancorp ltarbco 3rd qtr net shr profit 32 cts vs profit nine cts net profit 413000 vs profit 63000 avg shrs 1278360 vs 728476 nine mths shr profit 68 cts vs loss 57 cts net profit 708000 vs loss 415000 avg shrs 1041697 vs 728476,earnings
to contain such a currency crisis dollar interest rates would have to soar bringing recession and a third world debt crisis it said,rate_change
bank of japan buys dollars around 14575 yen dealers bank of japan buys dollars around 14575 yen dealers,general
first quarter sales rose 615 pct to 3729 mln dlrs reflecting the acquisition of columbian chemicals and increased copper shipments from the chino copper mine in new mexico also acquired last year,earnings
the recent round of monetary accommodation by the bundesbank and the bank of japan and the firming of the federal funds rate are significant,rate_change
the company said railway maintenance had 1986 revenues of 16 mln dlrs,earnings
this is a battle the industry cannot afford to lose if the nation is to continue to benefit from alaskan oil dibona said,general
the assets being acquired consist mostly of distribution rights to films valued at over one mln dlrs the company said,merger
by replacing the product line earnings have soared he said of decs line of vax computers,earnings
memory protection devices said it received a senior loan commitment letter as well as the requisite waiver under the new jersey environmental control reclamation act both of which are necessary to complete the acquisition,merger
columbia gas ltcg seeks contract cost recovery columbia gas transmission corp said it made an abbreviated streamlined filing with the federal energy regulatory commission to recover a portion if its costs of renegotiating highcost gas purchase contracts,rate_change
the senators several congressmen and us semiconductor industry representatives met with baldrige and state department officials to discuss japans alleged violations of a september 1986 agreement to stop dumping its microchips in the united states and other countries,general
producers meanwhile say nonmember cocoa should make up at most a very small percentage of the buffer,general
sparked by the proposal of fujitsu ltd to take controlling interest in schlumberger ltds fairchild semiconductor corp the house energy and commerce subcommittee on commerce voted to expand reagans authority to block foreign takeovers of us companies,merger
allwaste ltalwso to acquire firm allwaste inc said it entered into an agreement in principle to buy tank cleaning co a privatelyheld company that cleans tank trailers in exchange for about 13 mln shares or allwaste common,merger
it said consumer prices rose 989 pct over the last 12 months against 819 pct inflation in the calendar year 1986,rate_change
amstutz told a house agriculture appropriations subcommittee hearing that soybeans are caught in a squeeze because the farm bill allowed steep cuts in grain loan rates while limiting the soybean reduction,rate_change
canadian foremost continues macedon sale talks ltcanadian foremost ltd earlier reporting lower 1986 net profit said negotiations are continuing concerning the previously announced sale of the companys 49 pct interest in ltmacedon resources ltd,earnings
blue gass breeders ltblgr completes acquisition blue grass breeders inc said it has completed the acquisition of equine enterprises inc for four mln common shares,merger
national guardian ltnatg makes acquisitions national guardian corp said it has acquired a number of security services companies recently with aggregate revenues of about 3500000 dlrs for an aggregate cost of about 2700000 dlrs,earnings
a supreme court spokesman said oconnor granted a stay of the injuction allowing the merger worth nearly 860 mln dlrs to go through as planned later today,merger
related to this matter of trade imbalance the point that i found to be of great cause for alarm during this trip to europe was the excessive degree of hope placed by the europeans in the results of the maekawa report he said,general
midivest acquires assets of business aviation ltmidivest inc said it acquired all the assets of ltbusiness aviation inc of sioux falls sd for an undisclosed amount of stock,merger
south african mutuals lee believes government spending will again exceed the budget target and increase to around 49 billion rand this year leaving a deficit of between 5 and 55 pct of gdp compared with a three pct limit suggested by the imf,general
sterling money market rates moved lower again with the key threemonth interbank rate down to 958 12 pct at the start of business from 91116 916 yesterday and sterling rallied to fouryear highs against the dollar in very active trading,rate_change
tektronix inc lttek quarterly dividend qtly div 15 cts vs 15 cts pay may 4 record april 10 note previous dividend restated to reflect january 26 twoforone stock split,general
lusinchi said the 203 billion dlr debt rescheduling signed feb 27 put an end to a process which had been the calvary of our nation over the post four years,general
besides the bass group another major taft shareholder cincinnati ohio financier carl lindner has also said he has had talks about increasing his stake in the company taking part in a takeover effort or launching one himself,merger
sumita says further yen rise would adversely affect japanese economy sumita says further yen rise would adversely affect japanese economy,general
the rights will be exercisable only if a person or group acquires 20 pct or more of rogers shares or announces an offer for 30 pct or more,merger
cineplex odeon corp year oper shr basic 104 dlrs vs 77 cts cineplex odeon corp year oper shr basic 104 dlrs vs 77 cts,general
after g6 round one goes to central banks central banks have easily beaten back the foreign exchange markets first test of the industrialized nations recent pact to stabilize currencies analysts said,rate_change
meanwhile there were strong rumors in new york that the fed also bought a modest amount of dollars around 14850 yen today,rate_change
the lerner group said it filed with the federal reserve board on march 13 notice of its intent to buy more than 10 pct of the common stock of ameritrust a cleveland bank holding company,rate_change
exxons earnings from exploration and production in 1986 fell to 31 billion dlrs from 49 billion dlrs in 1985,earnings
february retail sales jumped 41 pct more than the 2530 pct rise the financial markets had anticipated,earnings
capital costs would be 223 mln dlrs with allnew equipment and 500000 to one mln dlrs less with used equipment it said,general
he said the companys financial strength gave it exceptional opportunities to invest for the future,general
enro holding is owned 50 pct by investors and 50 pct by management and others,general
r steven lutterbach chairman said net income for 1986 was adversely affected primarily due to lower operating margins at the companys western environmental subsidiary and to an increase in bad debt reserves,earnings
the company said the acquisition of the new systems will add to its presence in new york,merger
kistler said the cost savings and greater efficiencies should put the company on a profitable course,earnings
ottawa seeks explanation of credit card rates minister of state for finance tom hockin said he has asked the canadian bankers association an industry lobby group for an explanation of the level of credit card interest rates,rate_change
the central bank made outright purchases of bank bills comprising 347 mln stg in band one at 978 pct 207 mln stg in band two at 91316 pct and 135 mln stg in band three at 934 pct,rate_change
the dilution of 17 cts per share for 1987 includes the effects of financing the acquisition,merger
net tangible assets at endseptember were 363000 dlrs,general
the transaction is structured as a merger of liberty with a dulyformed unit of equimark the company said,merger
economist at kleinwort grieveson securities said any fresh sterling strength would still trigger a base rate cut and that todays figures did not signal higher inflation this year,rate_change
its getting a little confusing said james carroll analyst at painewebber group inc,general
building was boosted by two factors last month unusually mild weather and low mortgage rates,rate_change
douglas said it was too early to project whether the anticipated fourth quarter performance would be enough for us to exceed the prior years overall earnings of 153 dlrs a share,earnings
european soyfeed market opens quietly meals and feed on a cif rotterdam basis opened quietly this morning with mixed to slighlty firmer seller indications compared with yesterdays midday levels market sources said,general
excluding unusual items it said restaurants operating profit was down in the quarter 12 pct from a year ago as sales rose four pct,earnings
the rating agency cited usair groups proposed acquisition of piedmont aviation inc ltpie as well as trans world airlines incs lttwa proposed cash merger with usair,merger
